machine_id,timestamp,T_internal_sensor,V_sensor,failure_mode,is_precursor_period,is_final_failure,T_internal_sequence
1,2025-01-01 10:00:00,38.08666284557588,15.0,1,0,0,"[39.04975219688404, 40.5211601843092, 42.45200256859781, 42.2103768581186, 42.302391771787406, 43.87751201017208, 44.64553812098623, 43.66322639198608, 43.27896858879296, 41.31796068413207, 41.19199203692364, 40.10818870007082, 38.02005133998005, 35.326138937357875, 34.72745862355181, 33.713032755739626, 33.6742709478389, 32.55801182193124, 30.48120111051257, 33.36417160589123, 32.322555833272446, 33.68310698642928, 34.10325931963595, 36.17565389678454, 38.33164300837075, 39.720087853664346, 40.65957222167373, 43.47470692884881, 42.99488819415382, 43.14195587999264, 43.82229887820314, 43.73989456810582, 42.59754681905814, 42.84784912311247, 41.00304237918766, 39.68986729311427, 37.52846003379701, 36.24947218250184, 35.075223045484805, 33.284172054088195, 32.798832631526345, 32.517140415885784, 31.366935670942603, 31.488104370027926, 31.46672518567172, 32.49805166093899, 34.396085249152115, 35.80597537631419]"
1,2025-01-01 11:00:00,37.36913763173429,15.0,1,0,0,"[38.33164300837075, 39.720087853664346, 40.65957222167373, 43.47470692884881, 42.99488819415382, 43.14195587999264, 43.82229887820314, 43.73989456810582, 42.59754681905814, 42.84784912311247, 41.00304237918766, 39.68986729311427, 37.52846003379701, 36.24947218250184, 35.075223045484805, 33.284172054088195, 32.798832631526345, 32.517140415885784, 31.366935670942603, 31.488104370027926, 31.46672518567172, 32.49805166093899, 34.396085249152115, 35.80597537631419, 38.08666284557588, 39.98955490415415, 39.69516526361583, 41.36764866745021, 42.068881622262325, 42.69482432842292, 43.57291333052107, 45.04310453683623, 43.35024538632036, 42.37120218730996, 40.17691081091996, 40.319765012987816, 37.89888744333418, 34.695732041959495, 34.84613348893704, 33.87651779646872, 32.20401145763243, 31.809010812992284, 32.147713339178324, 34.106210695140945, 31.772478652008253, 31.64866655853572, 34.39008973468786, 35.41712044081867]"
1,2025-01-01 12:00:00,37.92787118212421,15.0,1,0,0,"[38.08666284557588, 39.98955490415415, 39.69516526361583, 41.36764866745021, 42.068881622262325, 42.69482432842292, 43.57291333052107, 45.04310453683623, 43.35024538632036, 42.37120218730996, 40.17691081091996, 40.319765012987816, 37.89888744333418, 34.695732041959495, 34.84613348893704, 33.87651779646872, 32.20401145763243, 31.809010812992284, 32.147713339178324, 34.106210695140945, 31.772478652008253, 31.64866655853572, 34.39008973468786, 35.41712044081867, 37.36913763173429, 39.34640032119697, 41.11650351872305, 41.073083194871, 42.80366310875179, 44.13069991767116, 43.5494309908933, 43.25166670027849, 42.54679504447169, 42.4289046471883, 40.95505713046217, 39.73505957226748, 38.99409734907872, 34.874690016078205, 35.954966390296235, 33.07423134810084, 32.33018898968662, 31.697156395196597, 31.67227031030093, 33.04255938094253, 32.31751099714521, 34.05941527725787, 35.33142904026516, 36.07953645071596]"
1,2025-01-01 13:00:00,37.841415704650544,15.0,1,0,0,"[37.36913763173429, 39.34640032119697, 41.11650351872305, 41.073083194871, 42.80366310875179, 44.13069991767116, 43.5494309908933, 43.25166670027849, 42.54679504447169, 42.4289046471883, 40.95505713046217, 39.73505957226748, 38.99409734907872, 34.874690016078205, 35.954966390296235, 33.07423134810084, 32.33018898968662, 31.697156395196597, 31.67227031030093, 33.04255938094253, 32.31751099714521, 34.05941527725787, 35.33142904026516, 36.07953645071596, 37.92787118212421, 37.91853163345463, 40.0037843835089, 41.41780772410462, 42.553101192939344, 42.4869181707324, 44.40569288705259, 43.8674474599403, 43.07913918806658, 42.340017328863055, 40.32630474089236, 40.34153958333883, 37.33693075413875, 36.88808684571149, 36.08014760961782, 33.937973056463576, 32.41058669071708, 32.04545609033193, 32.12959895182403, 31.478692253389543, 32.982325247270175, 34.39308924748276, 33.63805173105201, 35.41254001102219]"
1,2025-01-01 14:00:00,38.041917697156,15.0,1,0,0,"[37.92787118212421, 37.91853163345463, 40.0037843835089, 41.41780772410462, 42.553101192939344, 42.4869181707324, 44.40569288705259, 43.8674474599403, 43.07913918806658, 42.340017328863055, 40.32630474089236, 40.34153958333883, 37.33693075413875, 36.88808684571149, 36.08014760961782, 33.937973056463576, 32.41058669071708, 32.04545609033193, 32.12959895182403, 31.478692253389543, 32.982325247270175, 34.39308924748276, 33.63805173105201, 35.41254001102219, 37.841415704650544, 39.5738412007768, 40.26352497290856, 42.60719610386184, 42.588319814133726, 43.2566576411005, 42.304035869644814, 43.20525525861441, 43.90936889833046, 42.39026344888766, 40.898985947843286, 39.6279606404065, 37.628494376883886, 35.95076620532562, 34.78538791001523, 34.00729191752632, 33.97677613820011, 32.4555341677018, 32.41609381561538, 31.0989059983593, 32.13409964326029, 34.053837721704184, 34.538885343252005, 36.44363698721645]"
1,2025-01-01 15:00:00,37.30000070531951,15.0,1,0,0,"[37.841415704650544, 39.5738412007768, 40.26352497290856, 42.60719610386184, 42.588319814133726, 43.2566576411005, 42.304035869644814, 43.20525525861441, 43.90936889833046, 42.39026344888766, 40.898985947843286, 39.6279606404065, 37.628494376883886, 35.95076620532562, 34.78538791001523, 34.00729191752632, 33.97677613820011, 32.4555341677018, 32.41609381561538, 31.0989059983593, 32.13409964326029, 34.053837721704184, 34.538885343252005, 36.44363698721645, 38.041917697156, 39.37436924992304, 41.71179799708866, 40.89733809899533, 44.01237995628915, 43.21605590749907, 43.570782147441285, 44.36605550409248, 42.73827751721712, 43.225323540623634, 41.36946847008344, 39.496202516141125, 38.47837278900092, 36.39622453018402, 34.65568144709157, 32.40876285513739, 32.642993198888696, 31.792691251229165, 32.27871583260171, 32.184146532594795, 32.486017885625074, 33.39139204827226, 35.26905966536188, 35.71663549089852]"
1,2025-01-01 16:00:00,36.65184972712137,15.0,1,0,0,"[38.041917697156, 39.37436924992304, 41.71179799708866, 40.89733809899533, 44.01237995628915, 43.21605590749907, 43.570782147441285, 44.36605550409248, 42.73827751721712, 43.225323540623634, 41.36946847008344, 39.496202516141125, 38.47837278900092, 36.39622453018402, 34.65568144709157, 32.40876285513739, 32.642993198888696, 31.792691251229165, 32.27871583260171, 32.184146532594795, 32.486017885625074, 33.39139204827226, 35.26905966536188, 35.71663549089852, 37.30000070531951, 40.48792024987993, 41.29019648928488, 43.112659909748274, 43.06040148717884, 43.22026724775783, 43.66477913085652, 43.46106576973976, 42.348867591681206, 41.45848281252836, 40.73758393424998, 40.72584668094007, 37.66848793485568, 37.30185390704041, 33.65086714679276, 32.840416940623854, 32.04232278348306, 32.22218878065187, 30.779835314013344, 32.10047606437407, 32.95894944048683, 32.721269584934895, 34.36839893899676, 36.43152082153989]"
1,2025-01-01 17:00:00,37.53910117076541,15.0,1,0,0,"[37.30000070531951, 40.48792024987993, 41.29019648928488, 43.112659909748274, 43.06040148717884, 43.22026724775783, 43.66477913085652, 43.46106576973976, 42.348867591681206, 41.45848281252836, 40.73758393424998, 40.72584668094007, 37.66848793485568, 37.30185390704041, 33.65086714679276, 32.840416940623854, 32.04232278348306, 32.22218878065187, 30.779835314013344, 32.10047606437407, 32.95894944048683, 32.721269584934895, 34.36839893899676, 36.43152082153989, 36.65184972712137, 39.39163235302948, 40.64504920919117, 42.396948207685504, 42.59489522706237, 43.19937170245922, 43.39066332830191, 43.1990069660875, 43.088037104759216, 42.340107712280094, 40.29360866938786, 39.03438899847009, 37.34860833444921, 36.86044738632726, 34.35475779461108, 33.91924745281545, 31.47701406894905, 31.77105013083828, 32.46814205902047, 31.06947219640555, 33.368731150563484, 33.64526409295215, 33.939565152202235, 35.60304694175221]"
1,2025-01-01 18:00:00,38.673060692488775,15.0,1,0,0,"[36.65184972712137, 39.39163235302948, 40.64504920919117, 42.396948207685504, 42.59489522706237, 43.19937170245922, 43.39066332830191, 43.1990069660875, 43.088037104759216, 42.340107712280094, 40.29360866938786, 39.03438899847009, 37.34860833444921, 36.86044738632726, 34.35475779461108, 33.91924745281545, 31.47701406894905, 31.77105013083828, 32.46814205902047, 31.06947219640555, 33.368731150563484, 33.64526409295215, 33.939565152202235, 35.60304694175221, 37.53910117076541, 39.71329938345389, 38.68254410144912, 42.176777826537176, 43.15790668630662, 43.344621121929016, 43.94509634699733, 43.98521621600557, 43.95250406985278, 41.48694628027328, 40.51426172074935, 39.28512721937621, 37.45665765981241, 36.450727797911306, 34.564777161709955, 33.364488473533484, 31.97038264005877, 30.146756922841476, 31.80004567004088, 31.63750246960661, 32.79489946509471, 33.81326805474399, 34.12139700918904, 37.28358575204919]"
1,2025-01-01 19:00:00,37.22733875260852,15.0,1,0,0,"[37.53910117076541, 39.71329938345389, 38.68254410144912, 42.176777826537176, 43.15790668630662, 43.344621121929016, 43.94509634699733, 43.98521621600557, 43.95250406985278, 41.48694628027328, 40.51426172074935, 39.28512721937621, 37.45665765981241, 36.450727797911306, 34.564777161709955, 33.364488473533484, 31.97038264005877, 30.146756922841476, 31.80004567004088, 31.63750246960661, 32.79489946509471, 33.81326805474399, 34.12139700918904, 37.28358575204919, 38.673060692488775, 39.26899135009593, 41.28107137806298, 42.09892511474298, 42.18639511366406, 44.330002646507296, 43.408433838614975, 43.57551964751531, 42.338962746350965, 40.12203861650915, 40.480324139416446, 39.39862801851736, 35.64916049163754, 36.07513384168661, 33.3923644630753, 35.1151880490033, 33.619651835959104, 30.144992155070348, 31.21997008040649, 32.46720269860062, 33.05530858947927, 33.26298638427963, 35.15486309939136, 36.22519758621775]"
1,2025-01-01 20:00:00,37.78745285168498,15.0,1,0,0,"[38.673060692488775, 39.26899135009593, 41.28107137806298, 42.09892511474298, 42.18639511366406, 44.330002646507296, 43.408433838614975, 43.57551964751531, 42.338962746350965, 40.12203861650915, 40.480324139416446, 39.39862801851736, 35.64916049163754, 36.07513384168661, 33.3923644630753, 35.1151880490033, 33.619651835959104, 30.144992155070348, 31.21997008040649, 32.46720269860062, 33.05530858947927, 33.26298638427963, 35.15486309939136, 36.22519758621775, 37.22733875260852, 38.41823150994184, 40.61431024261996, 41.99117698048508, 43.635417676946886, 44.43865659625304, 42.92719179359617, 43.65383068748623, 42.47461331065573, 41.91435801744819, 41.092082063864005, 38.53734267709658, 35.86915734829081, 36.3672409659309, 34.61334426985139, 33.31561843331765, 32.983122405915886, 31.426357340075707, 32.410220425283434, 32.33975520546695, 32.08202824953638, 34.32215980027373, 35.26263160585262, 35.22996553155174]"
1,2025-01-01 21:00:00,37.48883077231709,15.0,1,0,0,"[37.22733875260852, 38.41823150994184, 40.61431024261996, 41.99117698048508, 43.635417676946886, 44.43865659625304, 42.92719179359617, 43.65383068748623, 42.47461331065573, 41.91435801744819, 41.092082063864005, 38.53734267709658, 35.86915734829081, 36.3672409659309, 34.61334426985139, 33.31561843331765, 32.983122405915886, 31.426357340075707, 32.410220425283434, 32.33975520546695, 32.08202824953638, 34.32215980027373, 35.26263160585262, 35.22996553155174, 37.78745285168498, 39.05688927345204, 40.252889355799205, 40.52380397801151, 42.46745380323945, 42.8820205485528, 42.23684722838543, 42.78126795840813, 41.738668284695294, 42.14065244919524, 39.44826857943036, 39.5794032653636, 36.78922801399764, 35.2793520940341, 34.082163337908824, 32.93694722550384, 32.112392955611604, 31.32932865533108, 30.86987239028224, 30.986402856752903, 31.56268005757541, 32.73360121226672, 34.16930649336767, 35.50353597548867]"
1,2025-01-01 22:00:00,37.55246327441191,15.0,1,0,0,"[37.78745285168498, 39.05688927345204, 40.252889355799205, 40.52380397801151, 42.46745380323945, 42.8820205485528, 42.23684722838543, 42.78126795840813, 41.738668284695294, 42.14065244919524, 39.44826857943036, 39.5794032653636, 36.78922801399764, 35.2793520940341, 34.082163337908824, 32.93694722550384, 32.112392955611604, 31.32932865533108, 30.86987239028224, 30.986402856752903, 31.56268005757541, 32.73360121226672, 34.16930649336767, 35.50353597548867, 37.48883077231709, 39.7168672630336, 40.64678925697272, 42.1056504972621, 40.90115398906266, 43.38373383329047, 43.54336427262327, 44.03358447776403, 44.22512421913979, 42.25704186739804, 41.21512355637597, 39.28052240506975, 38.55242668242407, 35.99071442654408, 34.245509879674245, 33.379964716644494, 31.644098893867834, 29.65433098349971, 30.84556243321425, 32.5335716834683, 32.55585817199852, 34.101182044565405, 34.46970668834575, 35.27758766934925]"
1,2025-01-01 23:00:00,36.07845137789086,15.0,1,0,0,"[37.48883077231709, 39.7168672630336, 40.64678925697272, 42.1056504972621, 40.90115398906266, 43.38373383329047, 43.54336427262327, 44.03358447776403, 44.22512421913979, 42.25704186739804, 41.21512355637597, 39.28052240506975, 38.55242668242407, 35.99071442654408, 34.245509879674245, 33.379964716644494, 31.644098893867834, 29.65433098349971, 30.84556243321425, 32.5335716834683, 32.55585817199852, 34.101182044565405, 34.46970668834575, 35.27758766934925, 37.55246327441191, 38.56451568431127, 40.11583077065486, 42.57617341979463, 43.561237626929206, 42.91903162903358, 43.50885945491478, 43.46433673936061, 43.0266806619625, 42.11989121892724, 40.66809625058015, 39.70714301826722, 37.66443099433988, 35.07223286955681, 35.218542627059136, 32.72450937422526, 31.648648110793697, 31.907545683837625, 31.54210803197222, 32.54791294113665, 31.377063637579425, 33.68220515949255, 33.422526889506855, 36.3310302845223]"
1,2025-01-02 00:00:00,38.02366699090988,15.0,1,0,0,"[37.55246327441191, 38.56451568431127, 40.11583077065486, 42.57617341979463, 43.561237626929206, 42.91903162903358, 43.50885945491478, 43.46433673936061, 43.0266806619625, 42.11989121892724, 40.66809625058015, 39.70714301826722, 37.66443099433988, 35.07223286955681, 35.218542627059136, 32.72450937422526, 31.648648110793697, 31.907545683837625, 31.54210803197222, 32.54791294113665, 31.377063637579425, 33.68220515949255, 33.422526889506855, 36.3310302845223, 36.07845137789086, 41.16505786809562, 40.15481951507452, 41.832468799761685, 42.674442839402815, 42.56014857159816, 43.51705876129774, 43.10993535932095, 42.30865701922419, 42.196164783458855, 39.34854315427791, 39.84833572171242, 37.298447719229415, 35.26993310236485, 35.2285713801062, 33.93773238996451, 31.40162941265483, 31.77423838160589, 31.07047608844347, 32.22300589987977, 31.605461668698847, 32.575626440356764, 34.21828236456072, 35.84112653536207]"
1,2025-01-02 01:00:00,36.05641318866165,15.0,1,0,0,"[36.07845137789086, 41.16505786809562, 40.15481951507452, 41.832468799761685, 42.674442839402815, 42.56014857159816, 43.51705876129774, 43.10993535932095, 42.30865701922419, 42.196164783458855, 39.34854315427791, 39.84833572171242, 37.298447719229415, 35.26993310236485, 35.2285713801062, 33.93773238996451, 31.40162941265483, 31.77423838160589, 31.07047608844347, 32.22300589987977, 31.605461668698847, 32.575626440356764, 34.21828236456072, 35.84112653536207, 38.02366699090988, 37.91975835016688, 39.48408429410838, 41.700807770285486, 43.14900236505429, 43.49235947460631, 44.26956336542519, 43.42886120537213, 42.60275908018856, 41.88340098026372, 40.6871607904879, 37.66638673567929, 37.16869526603158, 36.50509922731286, 34.43511426137745, 32.08601094508633, 32.85906185072518, 29.73146970569637, 30.63770882541637, 31.47627579651733, 32.03991076164875, 32.89313713426942, 33.86157684486425, 35.64080393567484]"
1,2025-01-02 02:00:00,38.073376269725706,15.0,1,0,0,"[38.02366699090988, 37.91975835016688, 39.48408429410838, 41.700807770285486, 43.14900236505429, 43.49235947460631, 44.26956336542519, 43.42886120537213, 42.60275908018856, 41.88340098026372, 40.6871607904879, 37.66638673567929, 37.16869526603158, 36.50509922731286, 34.43511426137745, 32.08601094508633, 32.85906185072518, 29.73146970569637, 30.63770882541637, 31.47627579651733, 32.03991076164875, 32.89313713426942, 33.86157684486425, 35.64080393567484, 36.05641318866165, 37.894393877357416, 40.19404547820259, 42.98621502940832, 42.616723229089786, 44.28251149286117, 43.582359769550685, 43.6395178519731, 42.09755620976499, 42.06182918903031, 41.10543062824217, 39.97446433371362, 37.10921196043012, 34.48689282148903, 34.75884237272757, 34.27761088059427, 31.776059719376224, 31.30486322865936, 31.177489854118534, 30.825145392111004, 30.82516913794549, 34.40641150397389, 34.50259916830767, 35.31027270777315]"
1,2025-01-02 03:00:00,37.72933371441336,15.0,1,0,0,"[36.05641318866165, 37.894393877357416, 40.19404547820259, 42.98621502940832, 42.616723229089786, 44.28251149286117, 43.582359769550685, 43.6395178519731, 42.09755620976499, 42.06182918903031, 41.10543062824217, 39.97446433371362, 37.10921196043012, 34.48689282148903, 34.75884237272757, 34.27761088059427, 31.776059719376224, 31.30486322865936, 31.177489854118534, 30.825145392111004, 30.82516913794549, 34.40641150397389, 34.50259916830767, 35.31027270777315, 38.073376269725706, 38.40277966220088, 40.73499736273088, 41.70429746190395, 42.61099142141688, 42.383131296062, 43.33653282027259, 43.63772431511232, 43.17436716040774, 41.26121852616635, 40.47740796937356, 38.55600819288593, 36.872697849178046, 35.4704463872903, 34.408924236356135, 33.84198690641502, 32.47757025316657, 30.465570569147143, 31.245587475115, 32.195386162021244, 31.47102356479761, 31.260874063130384, 34.50855098852966, 36.57361206400159]"
1,2025-01-02 04:00:00,37.66497957509256,15.0,1,0,0,"[38.073376269725706, 38.40277966220088, 40.73499736273088, 41.70429746190395, 42.61099142141688, 42.383131296062, 43.33653282027259, 43.63772431511232, 43.17436716040774, 41.26121852616635, 40.47740796937356, 38.55600819288593, 36.872697849178046, 35.4704463872903, 34.408924236356135, 33.84198690641502, 32.47757025316657, 30.465570569147143, 31.245587475115, 32.195386162021244, 31.47102356479761, 31.260874063130384, 34.50855098852966, 36.57361206400159, 37.72933371441336, 39.93143757560065, 40.55147526889498, 41.070259276521874, 42.250389644618735, 42.9739889189352, 43.63068163045647, 42.36128819876356, 42.07235337094735, 42.32820821875092, 38.93842594194749, 37.875469025288126, 35.63827027184166, 34.23431811599595, 35.36106584111324, 32.4476565499448, 32.479745796901696, 32.23634414073301, 32.20276193084198, 31.409332512198404, 32.49083287723963, 33.09883761659985, 34.28721458084047, 35.315814210245534]"
